2020-07-01T03:17:35Z;I;START Download
2020-07-01T03:17:35Z;I;Opendata spec lesen ...
2020-07-01T03:17:40Z;I;. Deaths per week by 5-year age group, sex and canton (CSV file) vom 2020-06-25T02:14:04.642067
2020-07-01T03:17:40Z;I;..API in api.csv geschrieben !
2020-07-01T03:17:40Z;I;URL download lesen ...
2020-07-01T03:17:40Z;W;..new_todesfaelle_woche.csv wird überschrieben !
2020-07-01T03:17:42Z;I;..CSV in new_todesfaelle_woche.csv geschrieben !
2020-07-01T03:17:42Z;I;<Last_pull> badge created
2020-07-01T03:17:42Z;I;END Download
2020-07-01T03:17:42Z;I;START Validierung
2020-07-01T03:17:42Z;I;todesfaelle_woche.csv gelesen 16282 Zeilen und 9 Spalten
2020-07-01T03:17:42Z;I;new_todesfaelle_woche.csv gelesen 16282 Zeilen und 9 Spalten
2020-07-01T03:17:42Z;E;Daten identisch
2020-07-01T03:17:42Z;I;END Validierung
2020-07-02T03:17:47Z;I;START Download
2020-07-02T03:17:48Z;I;Opendata spec lesen ...
2020-07-02T03:17:52Z;I;. Deaths per week by 5-year age group, sex and canton (CSV file) vom 2020-06-25T02:14:04.642067
2020-07-02T03:17:52Z;I;..API in api.csv geschrieben !
2020-07-02T03:17:52Z;I;URL download lesen ...
2020-07-02T03:17:52Z;W;..new_todesfaelle_woche.csv wird überschrieben !
2020-07-02T03:17:54Z;I;..CSV in new_todesfaelle_woche.csv geschrieben !
2020-07-02T03:17:54Z;I;<Last_pull> badge created
2020-07-02T03:17:54Z;I;END Download
2020-07-02T03:17:54Z;I;START Validierung
2020-07-02T03:17:55Z;I;todesfaelle_woche.csv gelesen 16282 Zeilen und 9 Spalten
2020-07-02T03:17:55Z;I;new_todesfaelle_woche.csv gelesen 16282 Zeilen und 9 Spalten
2020-07-02T03:17:55Z;E;Daten identisch
2020-07-02T03:17:55Z;I;END Validierung
2020-07-03T03:17:47Z;I;START Download
2020-07-03T03:17:48Z;I;Opendata spec lesen ...
2020-07-03T03:17:53Z;I;. Deaths per week by 5-year age group, sex and canton (CSV file) vom 2020-07-02T11:27:40.643168
2020-07-03T03:17:53Z;I;..API in api.csv geschrieben !
2020-07-03T03:17:53Z;I;URL download lesen ...
2020-07-03T03:17:53Z;W;..new_todesfaelle_woche.csv wird überschrieben !
2020-07-03T03:17:54Z;I;..CSV in new_todesfaelle_woche.csv geschrieben !
2020-07-03T03:17:54Z;I;<Last_pull> badge created
2020-07-03T03:17:54Z;I;END Download
2020-07-03T03:17:54Z;I;START Validierung
2020-07-03T03:17:54Z;I;todesfaelle_woche.csv gelesen 16282 Zeilen und 9 Spalten
2020-07-03T03:17:54Z;I;new_todesfaelle_woche.csv gelesen 16948 Zeilen und 9 Spalten
2020-07-03T03:17:54Z;I;Referenztabellen erstellt ...
2020-07-03T03:17:54Z;I;Validatortabellen erstellt ...
2020-07-03T03:17:54Z;I;..2020 mit 1126 Todesfälle
2020-07-03T03:17:54Z;I;..2020-W18 mit 5 Todesfälle
2020-07-03T03:17:54Z;I;..2020-W19 mit 1 Todesfälle
2020-07-03T03:17:54Z;I;..2020-W20 mit 4 Todesfälle
2020-07-03T03:17:54Z;I;..2020-W21 mit 10 Todesfälle
2020-07-03T03:17:54Z;I;..2020-W22 mit 13 Todesfälle
2020-07-03T03:17:54Z;I;..2020-W23 mit 26 Todesfälle
2020-07-03T03:17:54Z;I;..2020-W24 mit 59 Todesfälle
2020-07-03T03:17:54Z;I;..2020-W25 mit 978 Todesfälle
2020-07-03T03:17:54Z;I;Differenzen in 429 Zeilen mit 1126 Todesfällen ..
2020-07-03T03:17:54Z;I;..in ../data/diff.csv geschrieben !
2020-07-03T03:17:54Z;I;../data/todesfaelle_woche.csv umbenannt in ../data/arc_todesfaelle_woche.csv
2020-07-03T03:17:54Z;I;../data/new_todesfaelle_woche.csv umbenannt in ../data/todesfaelle_woche.csv
2020-07-03T03:17:54Z;I;<Valdidate> badge created
2020-07-03T03:17:54Z;I;END Validierung
2020-07-03T03:17:54Z;I;START API
2020-07-03T03:17:54Z;I;restful auf disc
2020-07-03T03:17:54Z;I;badge auf disc
2020-07-03T03:17:54Z;I;END API
2020-07-04T03:17:36Z;I;START Download
2020-07-04T03:17:37Z;I;Opendata spec lesen ...
2020-07-04T03:17:41Z;I;. Deaths per week by 5-year age group, sex and canton (CSV file) vom 2020-07-02T11:27:40.643168
2020-07-04T03:17:41Z;I;..API in api.csv geschrieben !
2020-07-04T03:17:41Z;I;URL download lesen ...
2020-07-04T03:17:43Z;I;..CSV in new_todesfaelle_woche.csv geschrieben !
2020-07-04T03:17:43Z;I;<Last_pull> badge created
2020-07-04T03:17:43Z;I;END Download
2020-07-04T03:17:43Z;I;START Validierung
2020-07-04T03:17:43Z;I;todesfaelle_woche.csv gelesen 16948 Zeilen und 9 Spalten
2020-07-04T03:17:43Z;I;new_todesfaelle_woche.csv gelesen 16948 Zeilen und 9 Spalten
2020-07-04T03:17:43Z;E;Daten identisch
2020-07-04T03:17:43Z;I;END Validierung
2020-07-07T03:17:41Z;I;START Download
2020-07-07T03:17:41Z;I;Opendata spec lesen ...
2020-07-07T03:17:46Z;I;. Deaths per week by 5-year age group, sex and canton (CSV file) vom 2020-07-02T11:27:40.643168
2020-07-07T03:17:46Z;I;..API in api.csv geschrieben !
2020-07-07T03:17:46Z;I;URL download lesen ...
2020-07-07T03:17:46Z;W;..new_todesfaelle_woche.csv wird überschrieben !
2020-07-07T03:17:48Z;I;..CSV in new_todesfaelle_woche.csv geschrieben !
2020-07-07T03:17:48Z;I;<Last_pull> badge created
2020-07-07T03:17:48Z;I;END Download
2020-07-07T03:17:48Z;I;START Validierung
2020-07-07T03:17:48Z;I;todesfaelle_woche.csv gelesen 16948 Zeilen und 9 Spalten
2020-07-07T03:17:48Z;I;new_todesfaelle_woche.csv gelesen 16948 Zeilen und 9 Spalten
2020-07-07T03:17:48Z;E;Daten identisch
2020-07-07T03:17:49Z;I;END Validierung
2020-07-08T03:17:33Z;I;START Download
2020-07-08T03:17:34Z;I;Opendata spec lesen ...
2020-07-08T03:17:39Z;I;. Deaths per week by 5-year age group, sex and canton (CSV file) vom 2020-07-02T11:27:40.643168
2020-07-08T03:17:39Z;I;..API in api.csv geschrieben !
2020-07-08T03:17:39Z;I;URL download lesen ...
2020-07-08T03:17:39Z;W;..new_todesfaelle_woche.csv wird überschrieben !
2020-07-08T03:17:41Z;I;..CSV in new_todesfaelle_woche.csv geschrieben !
2020-07-08T03:17:41Z;I;<Last_pull> badge created
2020-07-08T03:17:41Z;I;END Download
2020-07-08T03:17:41Z;I;START Validierung
2020-07-08T03:17:41Z;I;todesfaelle_woche.csv gelesen 16948 Zeilen und 9 Spalten
2020-07-08T03:17:41Z;I;new_todesfaelle_woche.csv gelesen 16948 Zeilen und 9 Spalten
2020-07-08T03:17:41Z;E;Daten identisch
2020-07-08T03:17:41Z;I;END Validierung
