TIME_PERIOD;GEO;AGE;SEX;neu;old;edge;diff;TIMESTAMP
2017-W22;CH011;Y_GE90;F;23;22;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2019-W34;CH011;Y85T89;M;11;10;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2019-W37;CH021;Y_GE90;M;23;22;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2019-W37;CH040;Y85T89;M;15;14;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2019-W39;CH011;Y75T79;M; 6; 5;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2019-W39;CH040;Y50T54;M; 5; 4;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2019-W40;CH061;Y85T89;M; 7; 6;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2019-W41;CH070;Y_GE90;F;14;13;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2019-W43;CH070;Y45T49;F; 1; 0;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2019-W45;CH070;Y85T89;M; 6; 5;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2019-W46;CH013;Y60T64;M; 5; 4;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2019-W47;CH061;Y80T84;M; 3; 2;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2019-W48;CH040;Y85T89;M;19;18;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2019-W49;CH033;Y80T84;M; 7; 6;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2019-W50;CH013;Y75T79;M; 3; 2;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2019-W50;CH033;Y45T49;M; 1; 0;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2019-W50;CH070;Y70T74;F; 1; 0;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2019-W51;CH013;Y85T89;F; 6; 5;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2019-W51;CH033;Y85T89;M;13;12;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2019-W52;CH013;Y35T39;F; 2; 1;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2019-W52;CH040;Y35T39;M; 3; 2;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2019-W52;CH040;Y80T84;M;25;24;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W01;CH033;Y85T89;F; 8; 7;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W01;CH040;Y60T64;M; 4; 3;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W02;CH055;Y55T59;M; 5; 4;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W02;CH063;Y75T79;M; 1; 0;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W03;CH013;Y70T74;M; 6; 5;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W03;CH021;Y70T74;F; 8; 7;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W03;CH032;Y60T64;M; 2; 1;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W03;CH055;Y50T54;F; 1; 0;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W03;CH055;Y75T79;F; 4; 3;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W04;CH021;Y60T64;F; 5; 4;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W04;CH033;Y85T89;M;15;14;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W04;CH040;Y_GE90;F;37;36;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W04;CH066;Y70T74;M; 1; 0;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W04;CH070;Y0T4;M; 1; 0;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W04;CH070;Y80T84;F; 6; 5;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W05;CH021;Y60T64;M; 6; 5;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W05;CH040;Y80T84;M;16;15;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W05;CH055;Y85T89;M; 6; 5;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W07;CH011;Y80T84;F;10; 9;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W07;CH013;Y85T89;M;10; 9;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W07;CH021;Y60T64;M; 5; 6;2020-W18to2020-W15;-1;2020-05-16T11:57:13Z
2020-W07;CH023;Y55T59;M; 1; 0;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W07;CH033;Y70T74;M; 3; 2;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W07;CH040;Y85T89;M;32;31;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W07;CH051;Y_GE90;F; 4; 3;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W07;CH057;Y_GE90;M; 4; 3;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W07;CH070;Y85T89;M; 8; 7;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W08;CH011;Y_GE90;M;11;10;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W08;CH013;Y85T89;F;10; 8;2020-W18to2020-W15; 2;2020-05-16T11:57:13Z
2020-W08;CH031;Y60T64;F; 1; 0;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W08;CH056;Y20T24;M; 1; 0;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W08;CH070;Y_GE90;F;17;15;2020-W18to2020-W15; 2;2020-05-16T11:57:13Z
2020-W09;CH011;Y60T64;F; 3; 2;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W09;CH011;Y85T89;F; 9; 8;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W09;CH013;Y85T89;M;11;10;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W09;CH024;Y75T79;M; 2; 1;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W09;CH031;Y70T74;M; 1; 0;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W09;CH032;Y70T74;M; 1; 0;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W09;CH040;Y_GE90;F;35;34;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W09;CH070;Y65T69;M; 4; 3;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W09;CH070;Y80T84;M; 6; 5;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W10;CH011;Y75T79;M; 7; 6;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W10;CH011;Y85T89;F;10; 8;2020-W18to2020-W15; 2;2020-05-16T11:57:13Z
2020-W10;CH013;Y40T44;F; 1; 0;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W10;CH013;Y85T89;F; 4; 3;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W10;CH013;Y_GE90;F;19;17;2020-W18to2020-W15; 2;2020-05-16T11:57:13Z
2020-W10;CH021;Y_GE90;F;42;41;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W10;CH032;Y_GE90;M; 4; 3;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W10;CH040;Y45T49;M; 2; 1;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W10;CH040;Y75T79;M;10; 9;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W10;CH040;Y80T84;F;16;14;2020-W18to2020-W15; 2;2020-05-16T11:57:13Z
2020-W10;CH040;Y80T84;M;14;13;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W10;CH057;Y65T69;F; 1; 0;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W10;CH061;Y60T64;M; 3; 2;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W11;CH011;Y_GE90;F;29;28;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W11;CH011;Y_GE90;M;12;11;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W11;CH021;Y50T54;F; 2; 1;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W11;CH021;Y55T59;F; 4; 3;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W11;CH021;Y60T64;M; 2; 1;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W11;CH021;Y80T84;F; 8; 7;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W11;CH040;Y35T39;M; 1; 0;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W11;CH040;Y80T84;F;15;14;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W11;CH040;Y85T89;F;21;20;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W11;CH040;Y_GE90;M;25;24;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W11;CH053;Y70T74;F; 1; 0;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W11;CH057;Y70T74;M; 3; 2;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W11;CH063;Y85T89;M; 3; 4;2020-W18to2020-W15;-1;2020-05-16T11:57:13Z
2020-W11;CH066;Y85T89;M; 4; 3;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W11;CH070;Y80T84;F; 6; 5;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W11;CH070;Y85T89;M; 5; 3;2020-W18to2020-W15; 2;2020-05-16T11:57:13Z
2020-W12;CH011;Y55T59;M; 3; 2;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W12;CH011;Y70T74;M;14;13;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W12;CH011;Y75T79;M; 3; 2;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W12;CH011;Y80T84;F; 9; 8;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W12;CH011;Y80T84;M;12;11;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W12;CH011;Y_GE90;F;33;32;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W12;CH013;Y75T79;M; 4; 3;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W12;CH013;Y80T84;M; 6; 5;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W12;CH013;Y85T89;F;12;11;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W12;CH021;Y60T64;F; 3; 2;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W12;CH021;Y75T79;F;11;10;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W12;CH023;Y70T74;M; 4; 3;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W12;CH025;Y75T79;M; 1; 2;2020-W18to2020-W15;-1;2020-05-16T11:57:13Z
2020-W12;CH031;Y75T79;M; 5; 6;2020-W18to2020-W15;-1;2020-05-16T11:57:13Z
2020-W12;CH032;Y75T79;M; 7; 6;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W12;CH032;Y80T84;F; 2; 1;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W12;CH032;Y80T84;M; 4; 3;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W12;CH040;Y0T4;F; 1; 0;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W12;CH040;Y55T59;F; 3; 2;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W12;CH040;Y75T79;M;13;12;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W12;CH040;Y85T89;M;18;16;2020-W18to2020-W15; 2;2020-05-16T11:57:13Z
2020-W12;CH055;Y45T49;M; 1; 0;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W12;CH055;Y75T79;F; 7; 6;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W12;CH057;Y55T59;M; 1; 0;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W12;CH057;Y70T74;F; 1; 0;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W12;CH057;Y80T84;F; 4; 3;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W12;CH057;Y80T84;M; 5; 4;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W12;CH061;Y55T59;M; 1; 0;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W12;CH061;Y80T84;F; 6; 5;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W12;CH066;Y85T89;M; 1; 0;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W12;CH070;Y70T74;F; 4; 3;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W12;CH070;Y70T74;M;10; 9;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W12;CH070;Y75T79;M;12;10;2020-W18to2020-W15; 2;2020-05-16T11:57:13Z
2020-W12;CH070;Y80T84;M;14;13;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W13;CH011;Y80T84;M;15;14;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W13;CH011;Y85T89;F;18;17;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W13;CH011;Y85T89;M;15;14;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W13;CH012;Y85T89;M;11;10;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W13;CH013;Y60T64;M; 1; 2;2020-W18to2020-W15;-1;2020-05-16T11:57:13Z
2020-W13;CH013;Y80T84;M;12;11;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W13;CH013;Y85T89;F;13;12;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W13;CH013;Y_GE90;F;22;21;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W13;CH021;Y85T89;M;16;15;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W13;CH033;Y60T64;M; 4; 3;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W13;CH033;Y85T89;M; 8; 7;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W13;CH040;Y40T44;M; 3; 2;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W13;CH040;Y70T74;F; 7; 6;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W13;CH040;Y70T74;M;10; 9;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W13;CH040;Y80T84;F;11; 9;2020-W18to2020-W15; 2;2020-05-16T11:57:13Z
2020-W13;CH040;Y80T84;M;15;14;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W13;CH040;Y85T89;F;18;17;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W13;CH040;Y_GE90;F;49;48;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W13;CH040;Y_GE90;M;15;16;2020-W18to2020-W15;-1;2020-05-16T11:57:13Z
2020-W13;CH055;Y85T89;F; 9; 8;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W13;CH056;Y_GE90;M;11;10;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W13;CH057;Y70T74;F; 3; 2;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W13;CH057;Y75T79;M; 3; 2;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W13;CH057;Y80T84;M; 2; 1;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W13;CH057;Y_GE90;M; 4; 3;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W13;CH061;Y70T74;M; 5; 4;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W13;CH061;Y85T89;F; 8; 7;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W13;CH070;Y70T74;M; 5; 4;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W13;CH070;Y75T79;F; 5; 4;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W13;CH070;Y80T84;F;10; 9;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W13;CH070;Y85T89;F;10; 9;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W13;CH070;Y_GE90;F;24;23;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W14;CH011;Y50T54;M; 2; 1;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W14;CH011;Y60T64;F; 2; 1;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W14;CH011;Y80T84;F;12;11;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W14;CH011;Y80T84;M;12;11;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W14;CH011;Y85T89;F;20;18;2020-W18to2020-W15; 2;2020-05-16T11:57:13Z
2020-W14;CH011;Y85T89;M;21;20;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W14;CH012;Y65T69;M; 4; 3;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W14;CH013;Y70T74;F; 3; 2;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W14;CH013;Y75T79;M;15;14;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W14;CH013;Y85T89;F;14;13;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W14;CH013;Y_GE90;F;22;20;2020-W18to2020-W15; 2;2020-05-16T11:57:13Z
2020-W14;CH013;Y_GE90;M;21;17;2020-W18to2020-W15; 4;2020-05-16T11:57:13Z
2020-W14;CH021;Y85T89;F;22;21;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W14;CH023;Y_GE90;F;10; 9;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W14;CH024;Y80T84;F; 2; 1;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W14;CH024;Y85T89;F; 6; 5;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W14;CH032;Y65T69;F; 2; 1;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W14;CH032;Y80T84;F; 3; 2;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W14;CH033;Y50T54;F; 1; 0;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W14;CH033;Y85T89;M;14;13;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W14;CH040;Y25T29;M; 2; 1;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W14;CH040;Y45T49;M; 3; 2;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W14;CH040;Y60T64;F; 5; 4;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W14;CH040;Y60T64;M; 4; 3;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W14;CH040;Y80T84;M;22;21;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W14;CH040;Y85T89;F;21;20;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W14;CH040;Y85T89;M;31;30;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W14;CH040;Y_GE90;F;58;54;2020-W18to2020-W15; 4;2020-05-16T11:57:13Z
2020-W14;CH051;Y85T89;F; 2; 1;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W14;CH055;Y55T59;M; 4; 2;2020-W18to2020-W15; 2;2020-05-16T11:57:13Z
2020-W14;CH055;Y70T74;M; 5; 4;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W14;CH055;Y75T79;F; 4; 3;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W14;CH055;Y85T89;M;11;10;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W14;CH056;Y75T79;M; 1; 0;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W14;CH057;Y80T84;M; 2; 1;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W14;CH057;Y85T89;M; 5; 4;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W14;CH057;Y_GE90;M; 3; 2;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W14;CH061;Y15T19;M; 1; 0;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W14;CH061;Y70T74;M; 2; 1;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W14;CH063;Y_GE90;F; 4; 3;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W14;CH070;Y65T69;M; 3; 2;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W14;CH070;Y70T74;M; 8; 7;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W14;CH070;Y75T79;F; 7; 6;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W14;CH070;Y75T79;M;10; 7;2020-W18to2020-W15; 3;2020-05-16T11:57:13Z
2020-W14;CH070;Y80T84;F; 9; 8;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W14;CH070;Y80T84;M;28;26;2020-W18to2020-W15; 2;2020-05-16T11:57:13Z
2020-W14;CH070;Y85T89;M;14;11;2020-W18to2020-W15; 3;2020-05-16T11:57:13Z
2020-W14;CH070;Y_GE90;F;30;25;2020-W18to2020-W15; 5;2020-05-16T11:57:13Z
2020-W14;CH070;Y_GE90;M;20;19;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W15;CH011;Y35T39;M; 1; 0;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W15;CH011;Y60T64;M; 3; 2;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W15;CH011;Y70T74;F; 6; 5;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W15;CH011;Y80T84;M;14;12;2020-W18to2020-W15; 2;2020-05-16T11:57:13Z
2020-W15;CH011;Y85T89;F;17;16;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W15;CH011;Y85T89;M;18;17;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W15;CH012;Y75T79;M; 4; 3;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W15;CH013;Y50T54;F; 1; 0;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W15;CH013;Y75T79;F; 5; 4;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W15;CH013;Y80T84;F;10; 8;2020-W18to2020-W15; 2;2020-05-16T11:57:13Z
2020-W15;CH013;Y80T84;M;12;11;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W15;CH013;Y_GE90;F;24;23;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W15;CH021;Y65T69;F; 4; 3;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W15;CH021;Y70T74;M;14;13;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W15;CH021;Y75T79;F;13;11;2020-W18to2020-W15; 2;2020-05-16T11:57:13Z
2020-W15;CH021;Y80T84;M;11;10;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W15;CH021;Y85T89;M;21;20;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W15;CH031;Y50T54;F; 1; 0;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W15;CH031;Y70T74;F; 3; 2;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W15;CH031;Y85T89;M; 1; 0;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W15;CH032;Y65T69;M; 1; 0;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W15;CH032;Y70T74;F; 2; 1;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W15;CH033;Y30T34;M; 1; 0;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W15;CH033;Y80T84;F;11;10;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W15;CH040;Y35T39;M; 1; 0;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W15;CH040;Y55T59;M; 5; 3;2020-W18to2020-W15; 2;2020-05-16T11:57:13Z
2020-W15;CH040;Y60T64;F; 6; 5;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W15;CH040;Y65T69;M; 8; 6;2020-W18to2020-W15; 2;2020-05-16T11:57:13Z
2020-W15;CH040;Y70T74;M; 9; 8;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W15;CH040;Y75T79;F;13;12;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W15;CH040;Y75T79;M;13;11;2020-W18to2020-W15; 2;2020-05-16T11:57:13Z
2020-W15;CH040;Y85T89;M;21;18;2020-W18to2020-W15; 3;2020-05-16T11:57:13Z
2020-W15;CH040;Y_GE90;F;44;41;2020-W18to2020-W15; 3;2020-05-16T11:57:13Z
2020-W15;CH040;Y_GE90;M;27;24;2020-W18to2020-W15; 3;2020-05-16T11:57:13Z
2020-W15;CH052;Y75T79;F; 2; 1;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W15;CH053;Y85T89;F; 3; 2;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W15;CH055;Y55T59;F; 1; 0;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W15;CH055;Y65T69;M; 5; 4;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W15;CH055;Y70T74;M; 6; 4;2020-W18to2020-W15; 2;2020-05-16T11:57:13Z
2020-W15;CH055;Y85T89;F; 8; 7;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W15;CH055;Y85T89;M;10; 9;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W15;CH056;Y70T74;F; 1; 0;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W15;CH057;Y35T39;M; 1; 0;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W15;CH057;Y70T74;M; 3; 2;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W15;CH057;Y85T89;M; 5; 3;2020-W18to2020-W15; 2;2020-05-16T11:57:13Z
2020-W15;CH057;Y_GE90;F; 8; 7;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W15;CH061;Y55T59;M; 3; 2;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W15;CH061;Y60T64;M; 2; 1;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W15;CH061;Y65T69;M; 3; 2;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W15;CH061;Y80T84;F; 5; 4;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W15;CH061;Y_GE90;F;17;16;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W15;CH066;Y85T89;M; 4; 3;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W15;CH066;Y_GE90;M; 1; 0;2020-W18to2020-W15; 1;2020-05-16T11:57:13Z
2020-W15;CH070;Y75T79;M;13;11;2020-W18to2020-W15; 2;2020-05-16T11:57:13Z
