TIME_PERIOD;GEO;AGE;SEX;neu;old;edge;diff;TIMESTAMP
2020-W31;CH053;Y60T64;M; 1; 0;2020-W31to2020-W30; 1;2020-08-13T03:21:18Z
2020-W31;CH053;Y80T84;F; 2; 0;2020-W31to2020-W30; 2;2020-08-13T03:21:18Z
2020-W31;CH053;Y80T84;M; 1; 0;2020-W31to2020-W30; 1;2020-08-13T03:21:18Z
2020-W31;CH053;Y85T89;F; 1; 0;2020-W31to2020-W30; 1;2020-08-13T03:21:18Z
2020-W31;CH053;Y85T89;M; 1; 0;2020-W31to2020-W30; 1;2020-08-13T03:21:18Z
2020-W31;CH053;Y_GE90;F; 2; 0;2020-W31to2020-W30; 2;2020-08-13T03:21:18Z
2020-W31;CH053;Y_GE90;M; 3; 0;2020-W31to2020-W30; 3;2020-08-13T03:21:18Z
2020-W31;CH054;Y70T74;M; 1; 0;2020-W31to2020-W30; 1;2020-08-13T03:21:18Z
2020-W31;CH054;Y75T79;F; 1; 0;2020-W31to2020-W30; 1;2020-08-13T03:21:18Z
2020-W31;CH054;Y75T79;M; 1; 0;2020-W31to2020-W30; 1;2020-08-13T03:21:18Z
2020-W31;CH054;Y_GE90;F; 1; 0;2020-W31to2020-W30; 1;2020-08-13T03:21:18Z
2020-W31;CH054;Y_GE90;M; 1; 0;2020-W31to2020-W30; 1;2020-08-13T03:21:18Z
2020-W31;CH055;Y15T19;M; 1; 0;2020-W31to2020-W30; 1;2020-08-13T03:21:18Z
2020-W31;CH055;Y25T29;F; 1; 0;2020-W31to2020-W30; 1;2020-08-13T03:21:18Z
2020-W31;CH055;Y30T34;M; 1; 0;2020-W31to2020-W30; 1;2020-08-13T03:21:18Z
2020-W31;CH055;Y45T49;F; 1; 0;2020-W31to2020-W30; 1;2020-08-13T03:21:18Z
2020-W31;CH055;Y50T54;M; 1; 0;2020-W31to2020-W30; 1;2020-08-13T03:21:18Z
2020-W31;CH055;Y55T59;F; 1; 0;2020-W31to2020-W30; 1;2020-08-13T03:21:18Z
2020-W31;CH055;Y55T59;M; 2; 0;2020-W31to2020-W30; 2;2020-08-13T03:21:18Z
2020-W31;CH055;Y65T69;M; 1; 0;2020-W31to2020-W30; 1;2020-08-13T03:21:18Z
2020-W31;CH055;Y70T74;F; 5; 0;2020-W31to2020-W30; 5;2020-08-13T03:21:18Z
2020-W31;CH055;Y70T74;M; 4; 0;2020-W31to2020-W30; 4;2020-08-13T03:21:18Z
2020-W31;CH055;Y75T79;F; 3; 0;2020-W31to2020-W30; 3;2020-08-13T03:21:18Z
2020-W31;CH055;Y75T79;M; 2; 0;2020-W31to2020-W30; 2;2020-08-13T03:21:18Z
2020-W31;CH055;Y80T84;F; 3; 0;2020-W31to2020-W30; 3;2020-08-13T03:21:18Z
2020-W31;CH055;Y80T84;M; 7; 0;2020-W31to2020-W30; 7;2020-08-13T03:21:18Z
2020-W31;CH055;Y85T89;F; 7; 0;2020-W31to2020-W30; 7;2020-08-13T03:21:18Z
2020-W31;CH055;Y85T89;M; 6; 0;2020-W31to2020-W30; 6;2020-08-13T03:21:18Z
2020-W31;CH055;Y_GE90;F;16; 0;2020-W31to2020-W30;16;2020-08-13T03:21:18Z
2020-W31;CH055;Y_GE90;M; 4; 0;2020-W31to2020-W30; 4;2020-08-13T03:21:18Z
2020-W31;CH056;Y55T59;F; 1; 0;2020-W31to2020-W30; 1;2020-08-13T03:21:18Z
2020-W31;CH056;Y55T59;M; 1; 0;2020-W31to2020-W30; 1;2020-08-13T03:21:18Z
2020-W31;CH056;Y65T69;F; 1; 0;2020-W31to2020-W30; 1;2020-08-13T03:21:18Z
2020-W31;CH056;Y70T74;F; 3; 0;2020-W31to2020-W30; 3;2020-08-13T03:21:18Z
2020-W31;CH056;Y75T79;F; 1; 0;2020-W31to2020-W30; 1;2020-08-13T03:21:18Z
2020-W31;CH056;Y75T79;M; 1; 0;2020-W31to2020-W30; 1;2020-08-13T03:21:18Z
2020-W31;CH056;Y80T84;M; 2; 0;2020-W31to2020-W30; 2;2020-08-13T03:21:18Z
2020-W31;CH056;Y85T89;F; 3; 0;2020-W31to2020-W30; 3;2020-08-13T03:21:18Z
2020-W31;CH056;Y85T89;M; 1; 0;2020-W31to2020-W30; 1;2020-08-13T03:21:18Z
2020-W31;CH056;Y_GE90;F; 6; 0;2020-W31to2020-W30; 6;2020-08-13T03:21:18Z
2020-W31;CH056;Y_GE90;M; 3; 0;2020-W31to2020-W30; 3;2020-08-13T03:21:18Z
2020-W31;CH057;Y50T54;F; 1; 0;2020-W31to2020-W30; 1;2020-08-13T03:21:18Z
2020-W31;CH057;Y50T54;M; 2; 0;2020-W31to2020-W30; 2;2020-08-13T03:21:18Z
2020-W31;CH057;Y60T64;M; 3; 0;2020-W31to2020-W30; 3;2020-08-13T03:21:18Z
2020-W31;CH057;Y65T69;F; 1; 0;2020-W31to2020-W30; 1;2020-08-13T03:21:18Z
2020-W31;CH057;Y75T79;F; 2; 0;2020-W31to2020-W30; 2;2020-08-13T03:21:18Z
2020-W31;CH057;Y75T79;M; 8; 0;2020-W31to2020-W30; 8;2020-08-13T03:21:18Z
2020-W31;CH057;Y80T84;F; 3; 0;2020-W31to2020-W30; 3;2020-08-13T03:21:18Z
2020-W31;CH057;Y85T89;F; 1; 0;2020-W31to2020-W30; 1;2020-08-13T03:21:18Z
2020-W31;CH057;Y_GE90;F; 2; 0;2020-W31to2020-W30; 2;2020-08-13T03:21:18Z
2020-W31;CH057;Y_GE90;M; 2; 0;2020-W31to2020-W30; 2;2020-08-13T03:21:18Z
2020-W31;CH061;Y35T39;M; 1; 0;2020-W31to2020-W30; 1;2020-08-13T03:21:18Z
2020-W31;CH061;Y45T49;F; 1; 0;2020-W31to2020-W30; 1;2020-08-13T03:21:18Z
2020-W31;CH061;Y55T59;M; 2; 0;2020-W31to2020-W30; 2;2020-08-13T03:21:18Z
2020-W31;CH061;Y60T64;M; 1; 0;2020-W31to2020-W30; 1;2020-08-13T03:21:18Z
2020-W31;CH061;Y65T69;F; 1; 0;2020-W31to2020-W30; 1;2020-08-13T03:21:18Z
2020-W31;CH061;Y65T69;M; 1; 0;2020-W31to2020-W30; 1;2020-08-13T03:21:18Z
2020-W31;CH061;Y70T74;F; 1; 0;2020-W31to2020-W30; 1;2020-08-13T03:21:18Z
2020-W31;CH061;Y70T74;M; 2; 0;2020-W31to2020-W30; 2;2020-08-13T03:21:18Z
2020-W31;CH061;Y75T79;F; 3; 0;2020-W31to2020-W30; 3;2020-08-13T03:21:18Z
2020-W31;CH061;Y75T79;M; 3; 0;2020-W31to2020-W30; 3;2020-08-13T03:21:18Z
2020-W31;CH061;Y80T84;F; 3; 0;2020-W31to2020-W30; 3;2020-08-13T03:21:18Z
2020-W31;CH061;Y80T84;M; 5; 0;2020-W31to2020-W30; 5;2020-08-13T03:21:18Z
2020-W31;CH061;Y85T89;F; 8; 0;2020-W31to2020-W30; 8;2020-08-13T03:21:18Z
2020-W31;CH061;Y85T89;M; 7; 0;2020-W31to2020-W30; 7;2020-08-13T03:21:18Z
2020-W31;CH061;Y_GE90;F; 7; 0;2020-W31to2020-W30; 7;2020-08-13T03:21:18Z
2020-W31;CH061;Y_GE90;M; 8; 0;2020-W31to2020-W30; 8;2020-08-13T03:21:18Z
2020-W31;CH062;Y50T54;M; 1; 0;2020-W31to2020-W30; 1;2020-08-13T03:21:18Z
2020-W31;CH062;Y75T79;M; 1; 0;2020-W31to2020-W30; 1;2020-08-13T03:21:18Z
2020-W31;CH062;Y85T89;F; 3; 0;2020-W31to2020-W30; 3;2020-08-13T03:21:18Z
2020-W31;CH062;Y85T89;M; 1; 0;2020-W31to2020-W30; 1;2020-08-13T03:21:18Z
2020-W31;CH062;Y_GE90;F; 1; 0;2020-W31to2020-W30; 1;2020-08-13T03:21:18Z
2020-W31;CH063;Y15T19;F; 1; 0;2020-W31to2020-W30; 1;2020-08-13T03:21:18Z
2020-W31;CH063;Y45T49;M; 1; 0;2020-W31to2020-W30; 1;2020-08-13T03:21:18Z
2020-W31;CH063;Y50T54;M; 1; 0;2020-W31to2020-W30; 1;2020-08-13T03:21:18Z
2020-W31;CH063;Y65T69;F; 2; 0;2020-W31to2020-W30; 2;2020-08-13T03:21:18Z
2020-W31;CH063;Y65T69;M; 1; 0;2020-W31to2020-W30; 1;2020-08-13T03:21:18Z
2020-W31;CH063;Y70T74;F; 1; 0;2020-W31to2020-W30; 1;2020-08-13T03:21:18Z
2020-W31;CH063;Y75T79;F; 2; 0;2020-W31to2020-W30; 2;2020-08-13T03:21:18Z
2020-W31;CH063;Y75T79;M; 4; 0;2020-W31to2020-W30; 4;2020-08-13T03:21:18Z
2020-W31;CH063;Y80T84;F; 1; 0;2020-W31to2020-W30; 1;2020-08-13T03:21:18Z
2020-W31;CH063;Y85T89;F; 1; 0;2020-W31to2020-W30; 1;2020-08-13T03:21:18Z
2020-W31;CH063;Y85T89;M; 1; 0;2020-W31to2020-W30; 1;2020-08-13T03:21:18Z
2020-W31;CH063;Y_GE90;F; 4; 0;2020-W31to2020-W30; 4;2020-08-13T03:21:18Z
2020-W31;CH063;Y_GE90;M; 1; 0;2020-W31to2020-W30; 1;2020-08-13T03:21:18Z
2020-W31;CH064;Y60T64;F; 1; 0;2020-W31to2020-W30; 1;2020-08-13T03:21:18Z
2020-W31;CH064;Y60T64;M; 1; 0;2020-W31to2020-W30; 1;2020-08-13T03:21:18Z
2020-W31;CH064;Y75T79;M; 1; 0;2020-W31to2020-W30; 1;2020-08-13T03:21:18Z
2020-W31;CH064;Y80T84;M; 1; 0;2020-W31to2020-W30; 1;2020-08-13T03:21:18Z
2020-W31;CH064;Y_GE90;F; 1; 0;2020-W31to2020-W30; 1;2020-08-13T03:21:18Z
2020-W31;CH065;Y25T29;M; 1; 0;2020-W31to2020-W30; 1;2020-08-13T03:21:18Z
2020-W31;CH065;Y55T59;F; 1; 0;2020-W31to2020-W30; 1;2020-08-13T03:21:18Z
2020-W31;CH065;Y75T79;F; 1; 0;2020-W31to2020-W30; 1;2020-08-13T03:21:18Z
2020-W31;CH065;Y75T79;M; 1; 0;2020-W31to2020-W30; 1;2020-08-13T03:21:18Z
2020-W31;CH065;Y_GE90;M; 1; 0;2020-W31to2020-W30; 1;2020-08-13T03:21:18Z
2020-W31;CH066;Y0T4;M; 1; 0;2020-W31to2020-W30; 1;2020-08-13T03:21:18Z
2020-W31;CH066;Y45T49;M; 1; 0;2020-W31to2020-W30; 1;2020-08-13T03:21:18Z
2020-W31;CH066;Y60T64;F; 1; 0;2020-W31to2020-W30; 1;2020-08-13T03:21:18Z
2020-W31;CH066;Y65T69;M; 3; 0;2020-W31to2020-W30; 3;2020-08-13T03:21:18Z
2020-W31;CH066;Y70T74;F; 1; 0;2020-W31to2020-W30; 1;2020-08-13T03:21:18Z
2020-W31;CH066;Y75T79;F; 1; 0;2020-W31to2020-W30; 1;2020-08-13T03:21:18Z
2020-W31;CH066;Y80T84;F; 1; 0;2020-W31to2020-W30; 1;2020-08-13T03:21:18Z
2020-W31;CH066;Y80T84;M; 1; 0;2020-W31to2020-W30; 1;2020-08-13T03:21:18Z
2020-W31;CH066;Y85T89;F; 1; 0;2020-W31to2020-W30; 1;2020-08-13T03:21:18Z
2020-W31;CH066;Y85T89;M; 1; 0;2020-W31to2020-W30; 1;2020-08-13T03:21:18Z
2020-W31;CH066;Y_GE90;F; 2; 0;2020-W31to2020-W30; 2;2020-08-13T03:21:18Z
2020-W31;CH070;Y30T34;M; 1; 0;2020-W31to2020-W30; 1;2020-08-13T03:21:18Z
2020-W31;CH070;Y35T39;M; 1; 0;2020-W31to2020-W30; 1;2020-08-13T03:21:18Z
2020-W31;CH070;Y50T54;F; 1; 0;2020-W31to2020-W30; 1;2020-08-13T03:21:18Z
2020-W31;CH070;Y50T54;M; 1; 0;2020-W31to2020-W30; 1;2020-08-13T03:21:18Z
2020-W31;CH070;Y55T59;M; 1; 0;2020-W31to2020-W30; 1;2020-08-13T03:21:18Z
2020-W31;CH070;Y60T64;F; 3; 0;2020-W31to2020-W30; 3;2020-08-13T03:21:18Z
2020-W31;CH070;Y65T69;F; 1; 0;2020-W31to2020-W30; 1;2020-08-13T03:21:18Z
2020-W31;CH070;Y65T69;M; 3; 0;2020-W31to2020-W30; 3;2020-08-13T03:21:18Z
2020-W31;CH070;Y70T74;F; 2; 0;2020-W31to2020-W30; 2;2020-08-13T03:21:18Z
2020-W31;CH070;Y70T74;M; 2; 0;2020-W31to2020-W30; 2;2020-08-13T03:21:18Z
2020-W31;CH070;Y75T79;F; 5; 0;2020-W31to2020-W30; 5;2020-08-13T03:21:18Z
2020-W31;CH070;Y75T79;M; 2; 0;2020-W31to2020-W30; 2;2020-08-13T03:21:18Z
2020-W31;CH070;Y80T84;F; 3; 0;2020-W31to2020-W30; 3;2020-08-13T03:21:18Z
2020-W31;CH070;Y80T84;M; 5; 0;2020-W31to2020-W30; 5;2020-08-13T03:21:18Z
2020-W31;CH070;Y85T89;F; 4; 0;2020-W31to2020-W30; 4;2020-08-13T03:21:18Z
2020-W31;CH070;Y85T89;M; 7; 0;2020-W31to2020-W30; 7;2020-08-13T03:21:18Z
2020-W31;CH070;Y_GE90;F;12; 0;2020-W31to2020-W30;12;2020-08-13T03:21:18Z
2020-W31;CH070;Y_GE90;M; 5; 0;2020-W31to2020-W30; 5;2020-08-13T03:21:18Z
2020-W06;CH013;Y80T84;F; 5; 4;2020-W32to2020-W31; 1;2020-08-20T03:24:17Z
2020-W06;CH023;Y80T84;M; 4; 3;2020-W32to2020-W31; 1;2020-08-20T03:24:17Z
2020-W06;CH040;Y_GE90;F;38;37;2020-W32to2020-W31; 1;2020-08-20T03:24:17Z
2020-W10;CH013;Y70T74;F; 1; 0;2020-W32to2020-W31; 1;2020-08-20T03:24:17Z
2020-W11;CH023;Y_GE90;F; 9; 8;2020-W32to2020-W31; 1;2020-08-20T03:24:17Z
2020-W13;CH021;Y_GE90;F;37;36;2020-W32to2020-W31; 1;2020-08-20T03:24:17Z
2020-W14;CH021;Y25T29;M; 1; 0;2020-W32to2020-W31; 1;2020-08-20T03:24:17Z
2020-W14;CH040;Y_GE90;M;25;24;2020-W32to2020-W31; 1;2020-08-20T03:24:17Z
2020-W15;CH021;Y85T89;F;17;16;2020-W32to2020-W31; 1;2020-08-20T03:24:17Z
2020-W16;CH024;Y85T89;M; 3; 2;2020-W32to2020-W31; 1;2020-08-20T03:24:17Z
2020-W21;CH011;Y_GE90;F;23;22;2020-W32to2020-W31; 1;2020-08-20T03:24:17Z
2020-W21;CH021;Y85T89;F;17;16;2020-W32to2020-W31; 1;2020-08-20T03:24:17Z
2020-W22;CH011;Y50T54;M; 3; 2;2020-W32to2020-W31; 1;2020-08-20T03:24:17Z
2020-W22;CH011;Y_GE90;M;10; 9;2020-W32to2020-W31; 1;2020-08-20T03:24:17Z
2020-W22;CH033;Y_GE90;F;17;16;2020-W32to2020-W31; 1;2020-08-20T03:24:17Z
2020-W22;CH055;Y70T74;M; 2; 1;2020-W32to2020-W31; 1;2020-08-20T03:24:17Z
2020-W22;CH056;Y65T69;M; 1; 0;2020-W32to2020-W31; 1;2020-08-20T03:24:17Z
2020-W23;CH011;Y_GE90;M;10; 9;2020-W32to2020-W31; 1;2020-08-20T03:24:17Z
2020-W23;CH021;Y_GE90;F;23;22;2020-W32to2020-W31; 1;2020-08-20T03:24:17Z
2020-W23;CH055;Y70T74;M; 4; 3;2020-W32to2020-W31; 1;2020-08-20T03:24:17Z
2020-W24;CH011;Y75T79;F;11;10;2020-W32to2020-W31; 1;2020-08-20T03:24:17Z
2020-W24;CH021;Y65T69;M; 6; 5;2020-W32to2020-W31; 1;2020-08-20T03:24:17Z
2020-W24;CH061;Y75T79;M; 4; 3;2020-W32to2020-W31; 1;2020-08-20T03:24:17Z
2020-W25;CH011;Y85T89;F;12;11;2020-W32to2020-W31; 1;2020-08-20T03:24:17Z
2020-W25;CH011;Y_GE90;F;12;11;2020-W32to2020-W31; 1;2020-08-20T03:24:17Z
2020-W25;CH021;Y80T84;M;12;11;2020-W32to2020-W31; 1;2020-08-20T03:24:17Z
2020-W25;CH031;Y60T64;M; 1; 0;2020-W32to2020-W31; 1;2020-08-20T03:24:17Z
2020-W25;CH040;Y20T24;M; 1; 0;2020-W32to2020-W31; 1;2020-08-20T03:24:17Z
2020-W25;CH070;Y_GE90;F;12;11;2020-W32to2020-W31; 1;2020-08-20T03:24:17Z
2020-W26;CH011;Y75T79;M;11;10;2020-W32to2020-W31; 1;2020-08-20T03:24:17Z
2020-W26;CH011;Y80T84;M; 8; 7;2020-W32to2020-W31; 1;2020-08-20T03:24:17Z
2020-W26;CH052;Y0T4;F; 1; 0;2020-W32to2020-W31; 1;2020-08-20T03:24:17Z
2020-W26;CH061;Y_GE90;F; 9; 8;2020-W32to2020-W31; 1;2020-08-20T03:24:17Z
2020-W27;CH012;Y65T69;F; 1; 0;2020-W32to2020-W31; 1;2020-08-20T03:24:17Z
2020-W27;CH022;Y_GE90;F; 6; 5;2020-W32to2020-W31; 1;2020-08-20T03:24:17Z
2020-W27;CH031;Y_GE90;F;10; 9;2020-W32to2020-W31; 1;2020-08-20T03:24:17Z
2020-W27;CH033;Y40T44;M; 1; 0;2020-W32to2020-W31; 1;2020-08-20T03:24:17Z
2020-W27;CH057;Y80T84;M; 6; 5;2020-W32to2020-W31; 1;2020-08-20T03:24:17Z
2020-W28;CH011;Y_GE90;M; 9; 8;2020-W32to2020-W31; 1;2020-08-20T03:24:17Z
2020-W28;CH021;Y50T54;M; 3; 2;2020-W32to2020-W31; 1;2020-08-20T03:24:17Z
2020-W28;CH040;Y70T74;M; 7; 6;2020-W32to2020-W31; 1;2020-08-20T03:24:17Z
2020-W28;CH040;Y80T84;F;18;17;2020-W32to2020-W31; 1;2020-08-20T03:24:17Z
2020-W28;CH040;Y_GE90;M;18;17;2020-W32to2020-W31; 1;2020-08-20T03:24:17Z
2020-W28;CH055;Y50T54;F; 1; 0;2020-W32to2020-W31; 1;2020-08-20T03:24:17Z
2020-W28;CH057;Y80T84;M; 3; 4;2020-W32to2020-W31;-1;2020-08-20T03:24:17Z
2020-W29;CH011;Y35T39;M; 1; 0;2020-W32to2020-W31; 1;2020-08-20T03:24:17Z
2020-W29;CH011;Y40T44;M; 2; 1;2020-W32to2020-W31; 1;2020-08-20T03:24:17Z
2020-W29;CH011;Y75T79;M; 6; 4;2020-W32to2020-W31; 2;2020-08-20T03:24:17Z
2020-W29;CH011;Y85T89;M; 5; 4;2020-W32to2020-W31; 1;2020-08-20T03:24:17Z
2020-W29;CH012;Y85T89;F; 3; 2;2020-W32to2020-W31; 1;2020-08-20T03:24:17Z
2020-W29;CH013;Y25T29;M; 1; 0;2020-W32to2020-W31; 1;2020-08-20T03:24:17Z
2020-W29;CH033;Y45T49;M; 3; 2;2020-W32to2020-W31; 1;2020-08-20T03:24:17Z
2020-W29;CH040;Y80T84;M; 9; 8;2020-W32to2020-W31; 1;2020-08-20T03:24:17Z
2020-W29;CH040;Y_GE90;F;33;32;2020-W32to2020-W31; 1;2020-08-20T03:24:17Z
2020-W29;CH055;Y_GE90;F;12;11;2020-W32to2020-W31; 1;2020-08-20T03:24:17Z
2020-W29;CH057;Y85T89;F; 2; 1;2020-W32to2020-W31; 1;2020-08-20T03:24:17Z
2020-W29;CH057;Y_GE90;F; 4; 3;2020-W32to2020-W31; 1;2020-08-20T03:24:17Z
2020-W30;CH011;Y30T34;M; 1; 0;2020-W32to2020-W31; 1;2020-08-20T03:24:17Z
2020-W30;CH011;Y50T54;M; 2; 1;2020-W32to2020-W31; 1;2020-08-20T03:24:17Z
2020-W30;CH011;Y60T64;M; 3; 0;2020-W32to2020-W31; 3;2020-08-20T03:24:17Z
2020-W30;CH011;Y70T74;M; 5; 3;2020-W32to2020-W31; 2;2020-08-20T03:24:17Z
2020-W30;CH011;Y75T79;F; 3; 0;2020-W32to2020-W31; 3;2020-08-20T03:24:17Z
2020-W30;CH011;Y80T84;F; 8; 3;2020-W32to2020-W31; 5;2020-08-20T03:24:17Z
2020-W30;CH011;Y80T84;M; 9; 3;2020-W32to2020-W31; 6;2020-08-20T03:24:17Z
2020-W30;CH011;Y85T89;F; 6; 4;2020-W32to2020-W31; 2;2020-08-20T03:24:17Z
2020-W30;CH011;Y_GE90;F;21;13;2020-W32to2020-W31; 8;2020-08-20T03:24:17Z
2020-W30;CH012;Y55T59;F; 2; 1;2020-W32to2020-W31; 1;2020-08-20T03:24:17Z
2020-W30;CH012;Y_GE90;F; 7; 6;2020-W32to2020-W31; 1;2020-08-20T03:24:17Z
2020-W30;CH021;Y45T49;M; 2; 1;2020-W32to2020-W31; 1;2020-08-20T03:24:17Z
2020-W30;CH021;Y50T54;M; 4; 3;2020-W32to2020-W31; 1;2020-08-20T03:24:17Z
2020-W30;CH021;Y65T69;M; 9; 8;2020-W32to2020-W31; 1;2020-08-20T03:24:17Z
2020-W30;CH031;Y65T69;M; 1; 0;2020-W32to2020-W31; 1;2020-08-20T03:24:17Z
2020-W30;CH040;Y50T54;F; 4; 3;2020-W32to2020-W31; 1;2020-08-20T03:24:17Z
2020-W30;CH040;Y65T69;M; 6; 5;2020-W32to2020-W31; 1;2020-08-20T03:24:17Z
2020-W30;CH040;Y_GE90;M;17;16;2020-W32to2020-W31; 1;2020-08-20T03:24:17Z
2020-W30;CH055;Y75T79;M; 4; 3;2020-W32to2020-W31; 1;2020-08-20T03:24:17Z
2020-W30;CH055;Y_GE90;F;12;11;2020-W32to2020-W31; 1;2020-08-20T03:24:17Z
2020-W30;CH056;Y80T84;F; 3; 2;2020-W32to2020-W31; 1;2020-08-20T03:24:17Z
2020-W30;CH057;Y80T84;M; 1; 0;2020-W32to2020-W31; 1;2020-08-20T03:24:17Z
2020-W31;CH011;Y55T59;M; 1; 0;2020-W32to2020-W31; 1;2020-08-20T03:24:17Z
2020-W31;CH011;Y60T64;M; 3; 1;2020-W32to2020-W31; 2;2020-08-20T03:24:17Z
2020-W31;CH011;Y70T74;F; 4; 2;2020-W32to2020-W31; 2;2020-08-20T03:24:17Z
2020-W31;CH011;Y75T79;F; 2; 1;2020-W32to2020-W31; 1;2020-08-20T03:24:17Z
2020-W31;CH011;Y80T84;F; 2; 1;2020-W32to2020-W31; 1;2020-08-20T03:24:17Z
2020-W31;CH011;Y80T84;M; 3; 2;2020-W32to2020-W31; 1;2020-08-20T03:24:17Z
2020-W31;CH011;Y85T89;F; 6; 4;2020-W32to2020-W31; 2;2020-08-20T03:24:17Z
2020-W31;CH011;Y85T89;M; 4; 2;2020-W32to2020-W31; 2;2020-08-20T03:24:17Z
2020-W31;CH011;Y_GE90;F;10; 7;2020-W32to2020-W31; 3;2020-08-20T03:24:17Z
2020-W31;CH011;Y_GE90;M; 8; 4;2020-W32to2020-W31; 4;2020-08-20T03:24:17Z
2020-W31;CH012;Y55T59;F; 1; 0;2020-W32to2020-W31; 1;2020-08-20T03:24:17Z
2020-W31;CH013;Y65T69;F; 2; 1;2020-W32to2020-W31; 1;2020-08-20T03:24:17Z
2020-W31;CH013;Y80T84;M; 9; 8;2020-W32to2020-W31; 1;2020-08-20T03:24:17Z
2020-W31;CH021;Y60T64;M; 3; 2;2020-W32to2020-W31; 1;2020-08-20T03:24:17Z
2020-W31;CH021;Y70T74;M;14;13;2020-W32to2020-W31; 1;2020-08-20T03:24:17Z
2020-W31;CH021;Y80T84;M;14;12;2020-W32to2020-W31; 2;2020-08-20T03:24:17Z
2020-W31;CH022;Y50T54;M; 1; 0;2020-W32to2020-W31; 1;2020-08-20T03:24:17Z
2020-W31;CH023;Y80T84;M; 5; 4;2020-W32to2020-W31; 1;2020-08-20T03:24:17Z
2020-W31;CH025;Y50T54;M; 1; 0;2020-W32to2020-W31; 1;2020-08-20T03:24:17Z
2020-W31;CH033;Y60T64;M; 3; 2;2020-W32to2020-W31; 1;2020-08-20T03:24:17Z
2020-W31;CH040;Y55T59;M; 8; 6;2020-W32to2020-W31; 2;2020-08-20T03:24:17Z
2020-W31;CH040;Y80T84;F;10; 9;2020-W32to2020-W31; 1;2020-08-20T03:24:17Z
2020-W31;CH040;Y_GE90;F;36;34;2020-W32to2020-W31; 2;2020-08-20T03:24:17Z
2020-W31;CH052;Y75T79;F; 1; 0;2020-W32to2020-W31; 1;2020-08-20T03:24:17Z
2020-W31;CH055;Y80T84;F; 4; 3;2020-W32to2020-W31; 1;2020-08-20T03:24:17Z
2020-W31;CH055;Y_GE90;M; 5; 4;2020-W32to2020-W31; 1;2020-08-20T03:24:17Z
2020-W31;CH056;Y75T79;M; 2; 1;2020-W32to2020-W31; 1;2020-08-20T03:24:17Z
2020-W31;CH057;Y60T64;M; 4; 3;2020-W32to2020-W31; 1;2020-08-20T03:24:17Z
2020-W31;CH057;Y75T79;M; 9; 8;2020-W32to2020-W31; 1;2020-08-20T03:24:17Z
2020-W31;CH057;Y80T84;F; 6; 3;2020-W32to2020-W31; 3;2020-08-20T03:24:17Z
2020-W31;CH057;Y85T89;F; 2; 1;2020-W32to2020-W31; 1;2020-08-20T03:24:17Z
2020-W31;CH057;Y85T89;M; 1; 0;2020-W32to2020-W31; 1;2020-08-20T03:24:17Z
2020-W31;CH057;Y_GE90;F; 3; 2;2020-W32to2020-W31; 1;2020-08-20T03:24:17Z
2020-W31;CH061;Y80T84;F; 4; 3;2020-W32to2020-W31; 1;2020-08-20T03:24:17Z
2020-W31;CH070;Y65T69;F; 2; 1;2020-W32to2020-W31; 1;2020-08-20T03:24:17Z
2020-W31;CH070;Y70T74;M; 3; 2;2020-W32to2020-W31; 1;2020-08-20T03:24:17Z
2020-W31;CH070;Y85T89;F; 5; 4;2020-W32to2020-W31; 1;2020-08-20T03:24:17Z
2020-W32;CH011;Y65T69;F; 2; 0;2020-W32to2020-W31; 2;2020-08-20T03:24:17Z
2020-W32;CH011;Y65T69;M; 1; 0;2020-W32to2020-W31; 1;2020-08-20T03:24:17Z
2020-W32;CH011;Y70T74;F; 3; 0;2020-W32to2020-W31; 3;2020-08-20T03:24:17Z
2020-W32;CH011;Y70T74;M; 3; 0;2020-W32to2020-W31; 3;2020-08-20T03:24:17Z
2020-W32;CH011;Y75T79;F; 2; 0;2020-W32to2020-W31; 2;2020-08-20T03:24:17Z
2020-W32;CH011;Y75T79;M; 4; 0;2020-W32to2020-W31; 4;2020-08-20T03:24:17Z
2020-W32;CH011;Y80T84;F; 1; 0;2020-W32to2020-W31; 1;2020-08-20T03:24:17Z
2020-W32;CH011;Y80T84;M; 3; 0;2020-W32to2020-W31; 3;2020-08-20T03:24:17Z
2020-W32;CH011;Y85T89;F; 1; 0;2020-W32to2020-W31; 1;2020-08-20T03:24:17Z
2020-W32;CH011;Y85T89;M; 1; 0;2020-W32to2020-W31; 1;2020-08-20T03:24:17Z
2020-W32;CH011;Y_GE90;F; 7; 0;2020-W32to2020-W31; 7;2020-08-20T03:24:17Z
2020-W32;CH011;Y_GE90;M; 4; 0;2020-W32to2020-W31; 4;2020-08-20T03:24:17Z
2020-W32;CH012;Y25T29;M; 1; 0;2020-W32to2020-W31; 1;2020-08-20T03:24:17Z
2020-W32;CH012;Y35T39;M; 1; 0;2020-W32to2020-W31; 1;2020-08-20T03:24:17Z
2020-W32;CH012;Y50T54;F; 1; 0;2020-W32to2020-W31; 1;2020-08-20T03:24:17Z
2020-W32;CH012;Y55T59;M; 1; 0;2020-W32to2020-W31; 1;2020-08-20T03:24:17Z
2020-W32;CH012;Y60T64;F; 2; 0;2020-W32to2020-W31; 2;2020-08-20T03:24:17Z
2020-W32;CH012;Y60T64;M; 2; 0;2020-W32to2020-W31; 2;2020-08-20T03:24:17Z
